ID,CLASS,IDX_B,IDX_O,TEXT
148_158.ann_T25,Claim,1277,1403,"I put the criteria of each one and we talk about it,... but the intention of the examiner was the 1 and I see it well defended"
148_158.ann_T26,Claim,1432,1685,"The limit: A general pattern of instability in interpersonal relationships, self-image and self-efficacy, and notable impulsivity, beginning in early adulthood and occurring in a variety of contexts, as indicated by five (or more) of the following items"
148_158.ann_T27,Premise,1690,1743,Frantic efforts to avoid real or imagined abandonment
148_158.ann_T28,Claim,1745,1826,Note: Do not include suicidal or self-mutilating behaviors covered in Criterion 5
148_158.ann_T29,Premise,1831,1970,A pattern of unstable and intense interpersonal relationships characterized by alternating between extremes of idealization and devaluation
148_158.ann_T30,Premise,1975,2057,Identity disturbance: marked and persistently unstable self-image or sense of self
148_158.ann_T31,Premise,2059,2198,"Impulsivity in at least two areas, which is potentially self-harming (e.g., spending, sex, substance abuse, reckless driving, binge eating)"
148_158.ann_T32,Claim,2200,2280,Note: Do not include suicidal or self-mutilating behaviors listed in Criterion 5
148_158.ann_T33,Premise,2285,2363,"Recurrent suicidal behaviors, attempts or threats, or self-mutilating behavior"
148_158.ann_T34,Premise,2365,2531,"Affective instability due to marked mood reactivity (e.g., episodes of intense dysphoria, irritability, or anxiety, usually lasting a few hours and rarely a few days)"
148_158.ann_T36,Premise,2536,2565,Chronic feelings of emptiness
148_158.ann_T37,Premise,2570,2717,"Inappropriate and intense anger or difficulties in controlling anger (e.g., frequent displays of temper, constant anger, recurrent physical fights)"
148_158.ann_T38,Premise,2722,2796,Transient stress-related paranoid ideation or severe dissociative symptoms
148_158.ann_T39,Claim,2800,3005,"The histrionic: A general pattern of excessive emotionality and attention-seeking, beginning in early adulthood and occurring in a variety of contexts, as indicated by five (or more) of the following items"
148_158.ann_T40,Premise,3010,3083,Not comfortable in situations where he/she is not the center of attention
148_158.ann_T41,Premise,3085,3177,Interaction with others is often characterized by sexually seductive or provocative behavior
148_158.ann_T42,Premise,3185,3249,Displays a superficial and rapidly changing emotional expression
148_158.ann_T43,Premise,3254,3322,Constantly uses physical appearance to draw attention to him/herself
148_158.ann_T44,Premise,3327,3401,Has a way of speaking that is excessively subjective and lacking in nuance
148_158.ann_T45,Premise,3406,3482,"Shows self-dramatization, theatricality and exaggerated emotional expression"
148_158.ann_T46,Premise,3487,3556,"Is suggestible, e.g., easily influenced by others or by circumstances"
148_158.ann_T47,Premise,3561,3623,considers his relationships more intimate than they really are
131_221.ann_T5,Premise,58,363,"An individual presents with ""muscle weakness"" (spastic hemiparesis) of both right extremities, with hyperreflexia and Babinski's sign, along with a ""facial flaccid paralysis"" of the left hemiface, with inability to close the left eye or retract the left side of the mouth, in addition to other alterations"
131_221.ann_T6,Premise,365,501,"From the data described, it is an alteration that affects, among other elements, the motor fascicles: cortico-spinal and cortico-nuclear"
131_221.ann_T7,Claim,570,649,At the level of the area 4 of Brodmann of the cerebral cortex of the right side
131_221.ann_T8,Claim,654,710,"In the internal capsule, posterior arm on the right side"
131_221.ann_T9,Claim,715,744,In the left cerebral peduncle
131_221.ann_T10,Claim,749,814,In the medial portion of the caudal protuberance of the left side
131_221.ann_T11,Claim,819,899,In the medulla oblongata before decussation of the right cortico-spinal fascicle
131_221.ann_T13,Premise,959,1079,"We have a right hemiparesis and involvement of the left facial nucleus, since it has affected the upper and lower facial"
131_221.ann_T14,Claim,1091,1170,"we have a crossed clinical picture, having to think about brainstem involvement"
131_221.ann_T15,Claim,1172,1385,"If we have in a quick diagram where the nuclei of the cranial pairs start from: the first 4 above the pons, the next 4 in the pons, and the last 4 below the pons, we have that the facial nucleus is in the middle 4"
131_221.ann_T16,Claim,1387,1439,"That is, left facial nucleus, left pons, so answer 4"
163_122.ann_T1,Premise,42,118,A 66-year-old man with a history of ankylosing spondylitis of long evolution
163_122.ann_T2,Premise,120,193,He presents proteinuria of 6 grams per day with hypoalbuminemia and edema
163_122.ann_T3,Premise,195,243,In the urinary sediment no hematuria is detected
163_122.ann_T4,Premise,245,327,His plasma creatinine is 1.6 mg/dL and his glomerular filtration rate is 45 mL/min
163_122.ann_T5,Premise,329,347,Glycemia 110 mg/dL
163_122.ann_T6,Premise,349,432,His severe spinal deformity makes it difficult to perform percutaneous renal biopsy
163_122.ann_T9,Claim,475,548,To initiate corticoids for suspicion of minimal change glomerular disease
163_122.ann_T10,Claim,553,620,Treat with cyclophosphamide for suspected membranous glomerulopathy
163_122.ann_T11,Claim,625,648,Subcutaneous fat biopsy
163_122.ann_T12,Claim,653,670,Initiate dialysis
163_122.ann_T13,Claim,675,729,Glucose overload test to rule out diabetic nephropathy
163_122.ann_T23,Claim,749,773,The correct answer is: 3
163_122.ann_T25,Claim,775,798,Subcutaneous fat biopsy
163_122.ann_T29,Claim,800,975,"Lupus erythematosus, some vasculitides, Goodpasture's disease and other systemic diseases (ankylosing spondylitis is one of them) affect the kidney and condition its prognosis"
163_122.ann_T30,Claim,977,1171,"The appearance of urinary abnormalities or renal impairment of parenchymal cause are indications for renal biopsy, even with proteinuria ranges lower than those accepted in primary nephropathies"
163_122.ann_T33,Claim,1173,1355,"The determination of anti-GBM antibodies and ANCAS are helpful for diagnosis, but they do not replace renal biopsy, since they lack prognostic value and do not help to plan treatment"
163_122.ann_T37,Claim,1357,1469,"In this case, in which we are led to think that renal biopsy is not possible, we must relate AE to renal failure"
163_122.ann_T39,Claim,1471,1619,"In most cases, the relationship is established by an IgA nephropathy, which presents with hematuria, a symptom that claims not to exist in this case"
163_122.ann_T40,Claim,1621,1736,"A non-negligible number of patients with evolved AD is amyloidosis, which also matches the patient's symptomatology"
163_122.ann_T41,Claim,1738,1871,"Therefore, and given that amyloidosis can be diagnosed with a subcutaneous fat biopsy, it is answer 3 that should be considered valid"
179_98.ann_T2,Claim,1406,1427,The false answer is 2
179_98.ann_T3,Claim,1189,1400,"When performing a bone marrow biopsy-aspirate it is seen that the number of megakaryocytes is normal or even increased, the failure is not in the marrow but in the peripheral blood, where platelets are destroyed"
179_98.ann_T5,Premise,42,119,"A 33-year-old woman consults for repeated epistaxis, petechiae and ecchymosis"
179_98.ann_T6,Premise,121,210,Laboratory tests show thrombocytopenia with a platelet count of 4000 platelets/microliter
179_98.ann_T7,Claim,212,294,The initial presumptive diagnosis is chronic immune thrombocytopenic purpura (ITP)
179_98.ann_T9,Claim,374,487,The presence of lymphadenopathy or splenomegaly in the physical examination suggests a different diagnosis of ITP
179_98.ann_T12,Claim,492,581,Bone marrow analysis shows a decreased number of megakaryocytes without other alterations
179_98.ann_T14,Claim,586,770,"Complete blood count shows isolated thrombocytopenia with often large platelets, without anemia unless there is significant bleeding or associated autoimmune hemolysis (Evans syndrome)"
179_98.ann_T17,Claim,775,867,The diagnosis of ITP is established by exclusion of other processes causing thrombocytopenia
179_98.ann_T19,Claim,872,959,The determination of antiplatelet antibodies is not accurate to establish the diagnosis
179_98.ann_T21,Claim,979,1074,In the presence of isolated thrombocytopenia we must not lose sight of the physical examination
179_98.ann_T22,Claim,1082,1173,"the presence of lymphadenopathy forces us to rule out the presence of lymphoma, for example"
179_98.ann_T25,Claim,1175,1187,1 is correct
180_232.ann_T1,Premise,42,131,A 29-year-old patient comes to your office with a diagnosis of severe bone marrow aplasia
180_232.ann_T8,Claim,169,206,Periodic transfusions and antibiotics
180_232.ann_T9,Claim,211,246,Androgens and platelet transfusions
180_232.ann_T10,Claim,251,314,Allogeneic bone marrow transplantation if HLA identical sibling
180_232.ann_T11,Claim,319,376,Autologous bone marrow transplantation to avoid rejection
180_232.ann_T12,Claim,381,421,Cyclosporin A and antithymocyte globulin
180_232.ann_T13,Claim,441,553,Transfusing this patient and stuffing him with antibiotics is giving him bread for today and hunger for tomorrow
180_232.ann_T16,Claim,555,585,We want something more lasting
180_232.ann_T17,Claim,587,651,Androgens and platelet transfusions don't fix the problem either
180_232.ann_T20,Claim,695,842,"An autologous transplant is not reasonable, since the bone marrow of a patient with bone marrow aplasia is less than 25%, so little can be obtained"
180_232.ann_T26,Claim,844,1137,"Therefore, we are inclined towards allogeneic bone marrow transplantation if he has an HLA-identical sibling, since this is the treatment of choice according to the protocol of the Spanish Society of Hematology and Hemotherapy for patients under 40 years of age with severe bone marrow aplasia"
180_232.ann_T27,Claim,1139,1156,"Correct answer, 3"
185_66.ann_T1,Premise,45,162,A 74-year-old patient with bowel resection following mesenteric thrombosis comes to consult for fatigue and bone pain
185_66.ann_T2,Premise,164,219,He had suffered a Colles' fracture three months earlier
185_66.ann_T3,Premise,221,387,"Laboratory tests showed anemia of 9.5 g/dl, microcytic, albumin 3.5 g/di, calcium 7.5 mg/dl, phosphate 2.0 mg/dl and alkaline phosphatase 224 IU (normal up to 120 IU)"
185_66.ann_T5,Premise,389,501,Radiographs of the femur show radiolucent bands perpendicular to the cortex on the inner side of the upper femur
185_66.ann_T11,Claim,541,553,Osteoporosis
185_66.ann_T12,Claim,558,573,Paget's disease
185_66.ann_T13,Claim,578,594,Osteitis fibrosa
185_66.ann_T14,Claim,599,625,Prostate cancer metastasis
185_66.ann_T15,Claim,630,642,Osteomalacia
185_66.ann_T17,Claim,790,1015,"In this case there are important data such as the history of intestinal resection, hypocalcemia and hypophosphoremoia; this should lead us to think in a vitamin D deficit due to malabsorption and therefore, in an osteomalacia"
185_66.ann_T20,Claim,1017,1098,"The rest of the data: previous fracture, pain and the X-ray support the diagnosis"
189_71.ann_T3,Claim,354,480,The seizures described and the EEG correspond to typical absence seizures and the initial treatment of choice is valproic acid
189_71.ann_T4,Premise,42,157,A 10-year-old boy with brief episodes of distractions (< 1 minute) in which he does not respond to calls and blinks
189_71.ann_T6,Premise,159,216,An EEG shows spike-wave discharges at 3 cycles per second
189_71.ann_T12,Claim,263,272,Valproate
189_71.ann_T13,Claim,277,290,Carbamazepine
189_71.ann_T14,Claim,295,304,Phenytoin
189_71.ann_T15,Claim,309,319,Gabapentin
189_71.ann_T16,Claim,324,334,Clonazepam
114_96.ann_T1,Premise,42,137,"A 43-year-old woman consults her primary care physician for fatigue, gingivorrhea and petechiae"
114_96.ann_T8,Premise,274,459,"The coagulation study showed APTT elongation (43″), decreased prothrombin activity (55%), hypofibrinogenemia (98 mg/dl) and presence of high concentration of D-Dimer and fibrin monomers"
114_96.ann_T9,Premise,461,647,She is referred for urgent hematologic workup and a bone marrow aspirate is performed showing massive infiltration by immature elements with cleaved nuclei and Auer rods in the cytoplasm
114_96.ann_T12,Claim,703,727,Chronic myeloid leukemia
114_96.ann_T14,Claim,732,760,Acute promyelocytic leukemia
114_96.ann_T18,Claim,765,791,Acute monoblastic leukemia
114_96.ann_T19,Claim,796,821,Chronic lymphoid leukemia
114_96.ann_T20,Claim,826,849,Acute lymphoid leukemia
114_96.ann_T22,Claim,1044,1069,A woman with pancytopenia
114_96.ann_T24,Premise,1071,1187,A bone marrow showing massive infiltration by immature elements that are proliferating non-stop...with Auer's canes?
114_96.ann_T25,Claim,1188,1216,Acute promyelocytic leukemia
114_96.ann_T26,Premise,139,272,"Laboratory tests showed anemia of 8 g/dL, thrombopenia of 4000/microliter and leukopenia of 1200/microliter with absolute neutropenia"
114_96.ann_T27,Claim,1218,1288,Those rods are the fusion of primary granules of developing myelocytes
154_75.ann_T1,Premise,44,325,"A 42-year-old female patient reports pain with inflammatory features and swelling in both wrists, 2nd and 3rd metacarpophalangeal and proximal interphalangeal joints bilaterally and left ankle of 4 months of evolution accompanied by morning stiffness of more than one hour duration"
154_75.ann_T2,Premise,327,409,Hand X-ray shows an erosion in the styloid process of the ulna in the right carpus
154_75.ann_T4,Premise,411,524,"Laboratory tests showed Hb: 10 g/dL with ESR of 45 mm in the first hour, CRP 16 mg/L, rheumatoid factor 160 IU/ML"
154_75.ann_T5,Premise,526,754,"After 6 months of treatment with indomethacin and methotrexate, the patient persists with pain and swelling of both carpals, morning stiffness lasting 30 minutes and a CBC showing an ESR 30 mm in the first hour and a CRP 9 mg/dL"
154_75.ann_T8,Claim,823,942,Suspend the prescribed treatment due to lack of response and initiate prednisone at high doses for symptom control only
154_75.ann_T9,Claim,947,1118,Maintain the therapeutic attitude taken since we have only been on it for 6 months and it would be necessary to wait a minimum of 9 months to evaluate therapeutic response
154_75.ann_T14,Claim,1123,1214,"If there is no medical contraindication, consider adding an anti-TNF alpha to the treatment"
154_75.ann_T16,Claim,1219,1374,"Start a second disease-modifying drug as soon as possible, since it would not be possible to start treatment with biologic therapy alone after methotrexate"
154_75.ann_T20,Claim,1379,1458,Consider starting treatment with anti-CD20 therapy associated with methotrexate
154_75.ann_T22,Claim,1478,1521,This is a patient with rheumatoid arthritis
154_75.ann_T24,Claim,1523,1733,"In my opinion, as in these six months she has shown a clear clinical and biological improvement (decrease in acute phase reactants), I would maintain the therapeutic approach taken and wait for a new evaluation"
154_75.ann_T26,Claim,1735,1808,"However, I consider that this question could have another valid answer, 3"
154_75.ann_T27,Claim,1870,2007,"If what you are looking for is a remission of the disease as soon as possible, you could choose to consider associating an anti-TNF alpha"
178_94.ann_T1,Premise,42,222,"18-month-old boy, with complete vaccination schedule to date, who consults the Emergency Department for swelling of the right knee after playing in the park, without obvious trauma"
178_94.ann_T2,Premise,224,311,"In the directed anamnesis, the mother refers that an uncle of hers had similar problems"
178_94.ann_T3,Premise,313,460,The ultrasound examination is compatible with hemarthrosis and in the analysis performed only an APTT lengthening of 52″ (normal 25-35″) stands out
178_94.ann_T6,Claim,512,527,Marfan syndrome
178_94.ann_T7,Claim,532,556,Von Willebrand's disease
178_94.ann_T8,Claim,561,582,Ehlers-Danlos disease
178_94.ann_T9,Claim,587,599,Hemophilia A
178_94.ann_T10,Claim,604,626,Bemard-Soulier disease
178_94.ann_T16,Premise,763,824,a small child who suffers a hemarthrosis without clear trauma
178_94.ann_T18,Claim,826,896,"An uncle of his had similar problems, so we suspect hereditary disease"
178_94.ann_T20,Premise,898,1017,"The APTT, which evaluates the intrinsic coagulation pathway (involving factors V, VIII, IX, X, XI and XII) is elongated"
178_94.ann_T23,Claim,1019,1049,Hereditary coagulation problem
178_94.ann_T25,Claim,1051,1085,"We thus discard answers 1, 2 and 5"
178_94.ann_T26,Claim,1087,1145,We are left with von Willebrand's disease and hemophilia A
178_94.ann_T27,Claim,1147,1357,"I consider that the correct answer is 4, hemophilia A, since the inheritance pattern is X-linked and its main clinical manifestation is soft tissue bruising and spontaneous hemarthrosis, without apparent trauma"
178_94.ann_T31,Claim,1365,1555,von Willebrand disease is characterized by bleeding after surgery or trauma and a prolonged bleeding time with a normal platelet count is characteristic (data not mentioned in the statement)
119_119.ann_T1,Premise,43,160,"A 17-year-old woman comes to the emergency department with a high fever, pharyngeal pain and cervical lymphadenopathy"
119_119.ann_T2,Premise,162,309,"She had previously been diagnosed with acute pharyngitis and was treated with amoxicillin, and later presented with a generalized macular skin rash"
119_119.ann_T3,Premise,311,469,"Laboratory tests showed slight leukocytosis with lymphocytosis and presence of activated lymphocytes, slight thrombopenia and slightly increased transaminases"
119_119.ann_T6,Claim,540,591,It is a typical picture of infectious mononucleosis
119_119.ann_T7,Claim,596,628,Varicella zoster virus infection
119_119.ann_T8,Claim,633,652,Acute toxoplasmosis
119_119.ann_T9,Claim,657,669,Lyme disease
119_119.ann_T14,Claim,674,701,Infection by herpes virus 8
119_119.ann_T16,Claim,721,782,"Of course it is a typical picture (EBV, CMV, VH6, Toxoplasma)"
119_119.ann_T29,Claim,870,1069,"Be careful with the bad blood in answer 3, because an acute toxoplasmosis can behave like this and also give a macular exanthema, although the one of this girl is related to the intake of amoxicillin"
119_119.ann_T30,Premise,1097,1191,if instead of a girl of 17 years so clear it were a young man/girl with risky sexual relations
119_119.ann_T31,Claim,1193,1266,do not forget the HIV primoinfection as a cause of mononucleosis syndrome
159_111.ann_T1,Premise,39,242,"A 45-year-old male patient with a history of uric lithiasis with repeated expulsive nephritic colic for 25 years, comes to the ED referring palpitations and intense right lumbar pain since 2 hours before"
159_111.ann_T2,Premise,244,310,Urinalysis showed a pH of 5.5 and leukocyturia without proteinuria
159_111.ann_T4,Premise,312,369,The ECG confirms a previously unknown atrial fibrillation
159_111.ann_T7,Premise,371,464,"Blood biochemistry shows a creatinine of 0.9mg/dl, a calcium of 11mg/dl and an LDH of 950 U/l"
159_111.ann_T9,Claim,525,547,Simple abdominal X-ray
159_111.ann_T10,Claim,552,555,IVU
159_111.ann_T13,Claim,560,576,CT with contrast
159_111.ann_T15,Claim,581,601,Abdominal echography
159_111.ann_T17,Claim,606,630,Doppler echocardiography
159_111.ann_T22,Claim,1005,1156,"Abdominal X-ray is the first imaging study to be performed because it is fast, simple and practically innocuous (except in children and pregnant women)"
159_111.ann_T23,Claim,1158,1286,"90% of the stones are radiopaque and therefore visible, but the sensitivity of this test, used in isolation, decreases to 45-59%"
159_111.ann_T26,Claim,1288,1341,It is a mandatory test in any suspicion of colic pain
159_111.ann_T28,Claim,1343,1388,"However, it has a lower yield than the others"
159_111.ann_T30,Claim,1390,1605,"Although the urological history speaks of uric lithiasis (radiotransparent), with an acid pH that reaffirms the diagnosis of uric origin, we can never rule out calcium oxalate lithiasis that can appear synchronously"
159_111.ann_T32,Claim,1609,1666,IVUS seems to me to be one of the best performing options
159_111.ann_T33,Claim,1668,1760,"It will give us diagnostic clarity of obstruction, its magnitude and its renal repercussions"
159_111.ann_T34,Claim,1762,1862,It has long been considered the examination of choice for the study of patients with renal lithiasis
159_111.ann_T36,Claim,1864,2003,"It is a test with high sensitivity and specificity (87-90% and 94-100%, respectively), relatively innocuous, and available in all hospitals"
159_111.ann_T37,Claim,2005,2128,"It informs us of the number, size, shape and location of the stone, as well as the functional status of the affected kidney"
159_111.ann_T38,Claim,2132,2196,Contrast-enhanced CT seems to me to be the most efficient option
159_111.ann_T40,Claim,2198,2316,It serves to discover lithiasis that other tests cannot find and gives us a global image of the rest of the structures
159_111.ann_T42,Claim,2318,2386,"Great performance but also more expensive, more time, more radiation"
159_111.ann_T43,Claim,2388,2677,"It has been confirmed as a high sensitivity and specificity scan, surpassing previous tests (94-100% and 92-100%, respectively, for the detection of ureteral calculi) and with its numerous advantages it has become the reference test and is expected to replace IVUS and ultrasound worldwide"
159_111.ann_T44,Claim,2679,2766,It performs a helical scan with 5 mm slices allowing the detection of stones up to 2 mm
159_111.ann_T46,Claim,2768,2847,"With the administration of contrast, it allows the evaluation of renal function"
159_111.ann_T48,Claim,2851,2929,"Ultrasound is a fast, cheap and innocuous test, but very radiologist-dependent"
159_111.ann_T50,Claim,2931,3042,"It gives great renal information on obstructive repercussions, but less quality in terms of finding a lithiasis"
159_111.ann_T55,Claim,3044,3277,"Ultrasonography only detects calculi larger than 4 mm, located in the pyelo-ureteral junction or the uretero-vesical junction, while the lumbar and pelvic ureter is not very accessible due to the interposition of the intestinal loops"
159_111.ann_T60,Claim,3279,3475,"Therefore, ultrasound performed in isolation is not very sensitive (20-45%) for the detection of calculi, but associated with simple abdominal radiography increases its sensitivity and specificity"
159_111.ann_T62,Claim,3479,3538,Doppler echocardiography has no use in urological diagnosis
159_111.ann_T65,Claim,3540,3665,"My answer would be CT with ev contrast and excretory phase (answer (c)), in terms of performance, sensitivity and specificity"
159_111.ann_T64,Claim,3745,3832,Without forgetting that abdominal X-ray should always be done in the suspicion of colic
134_169.ann_T1,Premise,45,144,A 35-year-old man comes to the emergency department with pain in his right eye of 3 days' evolution
134_169.ann_T2,Premise,146,281,"Biomicroscopic examination of the anterior segment shows, after fluorescein staining, a central corneal ulcer in the form of a dendrite"
134_169.ann_T4,Claim,309,327,Herpetic keratitis
134_169.ann_T5,Claim,332,348,Corneal abrasion
134_169.ann_T6,Claim,353,369,Fungal keratitis
134_169.ann_T7,Claim,374,393,Bacterial keratitis
134_169.ann_T8,Claim,398,421,Glaucomatocyclic crisis
134_169.ann_T14,Claim,441,503,Dendritic corneal ulcer is typical of herpes simplex keratitis
134_169.ann_T16,Claim,505,574,"It presents with pain, not too striking, and scarce or absent red eye"
134_169.ann_T17,Claim,576,650,There are ulcers resembling dendrites that may confuse us in the diagnosis
134_169.ann_T19,Claim,652,739,These pseudodendrites are found in herpes Zoster and in corneal abrasions in resolution
134_169.ann_T24,Claim,741,1114,"Although in practice we should pay attention to the shape of the dendrite (the true dendrite is deeper and has terminal bulbs at the end of each branch), and pay attention to the evolution of the pain (in the pseudodendrite after abrasion the pain should improve), when answering a MIR question it is simpler: if it is a dendrite, the first thing we have to think is herpes"
134_169.ann_T25,Claim,1116,1171,Fungal and bacterial keratitis have corneal infiltrates
134_169.ann_T26,Claim,1173,1325,"And glaucomatocyclitic crisis (Posner Schlossman syndrome) is a type of idiopathic hypertensive anterior uveitis, which does not present with ulceration"
145_143.ann_T1,Premise,42,188,"A 1 month old infant, exclusively breastfed, consults because he has a bowel movement every 5 or 6 days with straining but with a soft consistency"
145_143.ann_T4,Claim,221,245,Start laxative treatment
145_143.ann_T6,Claim,250,305,Supplement breastfeeding with anti-constipation formula
145_143.ann_T8,Claim,310,340,Start daily rectal stimulation
145_143.ann_T9,Claim,345,386,It is considered normal intestinal rhythm
145_143.ann_T11,Claim,391,453,Refer to Pediatric Digestive to rule out aganglionic megacolon
145_143.ann_T12,Claim,473,496,The correct answer is 4
145_143.ann_T13,Claim,498,560,The normal range of stool output in young infants is very wide
145_143.ann_T15,Claim,562,749,"To suspect aganglionic megacolon there is usually a delay in the evacuation of meconium and often other associated symptoms such as abdominal distension, difficulty in gaining weight, etc"
165_229.ann_T1,Premise,42,201,"A 58-year-old woman, weight 130 kg, height 155 cm, body mass index > 30 with mild hypertension, blood glucose 108 mg/dL and absence of edema in the lower limbs"
165_229.ann_T2,Premise,203,290,"Blood analysis showed Cr 2.0 mg/dL, Urea 86 mg/dL, Alb 3.8 g/1, Na 142 mEq/L, K 4 mEq/L"
165_229.ann_T3,Premise,292,379,In urinalysis: sediment without alterations and in 24 h urine proteinuria of 6.3 g/24 h
165_229.ann_T6,Claim,446,485,Secondary membranous glomerulonephritis
165_229.ann_T7,Claim,490,528,Focal and segmental glomerulonephritis
165_229.ann_T8,Claim,533,548,IgA nephropathy
165_229.ann_T9,Claim,553,591,Rapidly progressive glomerulonephritis
165_229.ann_T10,Claim,596,622,Minimal change nephropathy
165_229.ann_T16,Claim,642,666,The correct answer is: 2
165_229.ann_T17,Claim,668,702,Focal segmental glomerulonephritis
165_229.ann_T18,Premise,704,794,We are in front of a patient with renal insufficiency whose manifestation is a proteinuria
165_229.ann_T21,Claim,796,928,"That places us in the picture of nonproliferative GN (membranous, focal and segmental and minimal changes, discarding the other two)"
165_229.ann_T22,Claim,930,1069,"If we also consider that the patient was obese, slightly hypertensive, the most probable is that it is a focal segmental glomerulonephritis"
164_123.ann_T1,Premise,42,209,An 80-year-old patient with a history of hypertension and on treatment with enalapril and spironolactone comes to the hospital with asthenia and severe muscle weakness
164_123.ann_T3,Premise,211,240,Blood pressure is 110/70 mmHg
164_123.ann_T5,Premise,242,331,"In the ECG, there are sharp and elevated T waves, ventricular extrasystoles and short QT."
164_123.ann_T11,Claim,370,383,Hypercalcemia
164_123.ann_T12,Claim,388,400,Hyperkalemia
164_123.ann_T13,Claim,405,419,Hypomagnesemia
164_123.ann_T14,Claim,424,436,Hypocalcemia
164_123.ann_T15,Claim,441,454,Hypernatremia
164_123.ann_T16,Claim,474,498,The correct answer is: 2
164_123.ann_T17,Claim,500,512,Hyperkalemia
164_123.ann_T19,Claim,514,673,"Spironolactone, as a potassium-sparing diuretic, inhibits the action of aldosterone at the renal level, being responsible for a decrease in potassium excretion"
164_123.ann_T22,Claim,675,829,"Hyperkalemia produces repolarization disturbances that result in the installation of a large, symmetrical, narrow-based T, visible in the precordial leads"
164_123.ann_T23,Premise,831,856,The QT space is shortened
164_123.ann_T24,Claim,858,921,These anomalies appear with a kalemia of around 5.5 to 6 mmol/l
164_123.ann_T25,Claim,923,1072,"Above 6.5 mmol/L, electrocardiographic changes are constant, and are dominated by conduction disturbances (making ventricular extrasystoles possible)"
102_87.ann_T1,Premise,45,119,A 76-year-old woman with obesity and type 2 diabetes mellitus on metformin
102_87.ann_T5,Premise,293,406,"Physical examination showed signs of dehydration, blood pressure 95/54 mmHg and no signs of neurological focality"
102_87.ann_T2,Premise,161,291,"for 3 days she presents fever of 38ºC, pollakiuria, dysuria, intense thirst and progressive decrease in her level of consciousness"
102_87.ann_T6,Premise,408,459,"The CBC shows leukocytosis, creatinine of 1.8 mg/dL"
102_87.ann_T7,Claim,499,556,Non-ketotic hyperglycemic hyperosmolar hyperglycemic coma
102_87.ann_T8,Claim,561,582,Cardiac insufficiency
102_87.ann_T11,Claim,587,604,Subdural hematoma
102_87.ann_T13,Claim,609,649,Renal insufficiency of obstructive cause
102_87.ann_T15,Claim,654,685,Diabetic ketoacidosis with coma
102_87.ann_T17,Claim,722,762,acute complications of diabetes mellitus
169_87.ann_T1,Premise,69,161,"A 70-year-old woman, hypertensive and diabetic, who has worked as a sales clerk all her life"
169_87.ann_T2,Premise,163,284,She consults for an internal malleolar lesion in the right leg with intense pain throughout the day that worsens at night
169_87.ann_T3,Premise,286,430,"On examination, there are uncomplicated varicose cords in both extremities and normal femoral and popliteal pulses with absence of distal pulses"
169_87.ann_T4,Claim,477,511,Venous echo-Doppler of lower limbs
169_87.ann_T5,Claim,516,545,Angioresonance of lower limbs
169_87.ann_T6,Claim,550,563,Arteriography
169_87.ann_T7,Claim,568,588,Ankle-brachial index
169_87.ann_T8,Claim,593,600,AngioCT
169_87.ann_T14,Claim,620,824,"At least for me, as a family physician, I usually start with the least invasive and most cost-effective tests, and in the case described, an ischemic problem in the lower limbs is the ankle-brachial index"
194_162.ann_T1,Premise,42,186,"A 3-year-old girl from Bangladesh consults for intermittent febrile episodes of 3 weeks' duration, associated with weakness and loss of appetite"
194_162.ann_T2,Premise,188,260,Physical examination showed marked splenomegaly and mucocutaneous pallor
194_162.ann_T3,Premise,262,497,"Complementary tests include: hemoglobin 8.5 mg/dL, hematocrit 26%, MCV 86 fL, MCH 29 pg, leukocytes 2800/mL with 300 neutrophils /ml, platelets 54000/ml, GOT 85 U/l, GPT92 U/l and polyclonal hypergammaglobulinemia in serum proteinogram"
194_162.ann_T9,Claim,720,809,Data such as pancytopenia and hypergammaglobulinemia are very characteristic of kala-azar
194_162.ann_T10,Claim,577,605,Acute lymphoblastic leukemia
194_162.ann_T11,Claim,610,628,Burkitt's lymphoma
194_162.ann_T12,Claim,633,655,Visceral leishmaniasis
194_162.ann_T13,Claim,660,680,Miliary tuberculosis
194_162.ann_T14,Claim,685,700,Chronic malaria
194_162.ann_T18,Claim,811,939,"The origin of the girl is also indicative of this diagnosis, although it is a disease that also occurs in the Mediterranean area"
194_162.ann_T19,Claim,941,1031,"In the differential diagnosis, it is important to keep in mind the possibility of leukosis"
100_85.ann_T1,Premise,45,193,"A 24-year-old man reports progressive asthenia for at least 6 months, hoarse voice, slow speech, drowsiness and swelling of the hands, feet and face"
100_85.ann_T2,Claim,627,669,Treat with L-triiodothyronine and a statin
100_85.ann_T4,Premise,195,274,"Examination: pulse at 52 beats per minute, abotarada face and dry and pale skin"
100_85.ann_T5,Premise,276,465,"CBC: mild anemia, cholesterol 385 mg/dL (normal <220), creatinine 1.3 mg/dL (normal: 0.5-1.1), negative proteinuria, TSH 187μIU/mL (normal 0.35-5.5) and Free T4 0.2 ng/dL (normal 0.85-1.86)"
100_85.ann_T6,Claim,518,572,Perform a thyroid ultrasound before starting treatment
100_85.ann_T7,Claim,577,622,Determine free T3 and perform a pituitary MRI
100_85.ann_T10,Claim,674,732,Treat with L-Tyroxine and determine antithyroid antibodies
100_85.ann_T11,Claim,737,780,Perform thyroid cytology prior to treatment
100_85.ann_T14,Claim,800,837,This is severe primary hypothyroidism
100_85.ann_T16,Claim,839,866,Treatment is with thyroxine
